,product,date,year,Foundry,num_shading_units,num_compute_units,num_tensor_cores,flops,FP16_flops,FP32_flops,FP64_flops,timestamp,real_price_2020,process_size_in_nm,TDP_in_W,transistors_in_millions,die_size_in_mm,base_clock_in_MHz,bandwidth_in_GBs,bus_width_in_bit,GPU_clock_in_MHz,length_in_mm,memory_bus_in_bit,memory_clock_in_MHz,memory_size_in_MB,pixel_rate_in_MPixel_per_s,texture_rate_in_GTexel_per_s,num_cores
352,AMD Radeon RX 480 Mobile,2016-08-04 12:00:00,2016.0,GlobalFoundries,2304.0,36.0,,4963000000000.0,4963000000000.0,4963000000000.0,310200000000.0,1470268800.0,,14,100.0,5700.0,232.0,1000.0,256.0,256.0,,,256.0,2000.0,8000.0,34460.0,155.1,2304
353,AMD Radeon RX 580 Mobile,2017-04-18 12:00:00,2017.0,GlobalFoundries,2304.0,36.0,,4963000000000.0,4963000000000.0,4963000000000.0,310200000000.0,1492473600.0,,14,100.0,5700.0,232.0,1000.0,256.0,256.0,,,256.0,2000.0,8000.0,34460.0,155.1,2304
354,AMD Radeon RX 580X Mobile,2018-04-11 12:00:00,2018.0,GlobalFoundries,2304.0,36.0,,4963000000000.0,4963000000000.0,4963000000000.0,310200000000.0,1523404800.0,,14,100.0,5700.0,232.0,1000.0,256.0,256.0,,,256.0,2000.0,8000.0,34460.0,155.1,2304
355,NVIDIA RTX A6000,2020-10-05 12:00:00,2020.0,Samsung,10752.0,,336.0,40000000000000.0,40000000000000.0,40000000000000.0,1250000000000.0,1601856000.0,4649.0,8,300.0,28300.0,628.0,1455.0,768.0,384.0,,267.0,384.0,2000.0,48000.0,208300.0,625.0,10752
356,Intel UHD Graphics 610,2018-04-03 12:00:00,2018.0,Intel,96.0,,,201600000000.0,403200000000.0,201600000000.0,50400000000.0,1522713600.0,,14,15.0,,,350.0,,,,,,,,2100.0,12.6,96
357,Intel HD Graphics 610,2016-08-30 12:00:00,2016.0,Intel,96.0,,,201600000000.0,403200000000.0,201600000000.0,50400000000.0,1472515200.0,,14,5.0,,,350.0,,,,,,,,2100.0,12.6,96
358,Intel UHD Graphics 610,2020-04-30 12:00:00,2020.0,Intel,96.0,,,201600000000.0,403200000000.0,201600000000.0,50400000000.0,1588204800.0,,14,15.0,,,350.0,,,,,,,,2100.0,12.6,96
359,AMD Radeon RX 6800 XT,2020-10-28 12:00:00,2020.0,TSMC,4608.0,72.0,,20740000000000.0,41470000000000.0,20740000000000.0,1296000000000.0,1603843200.0,649.0,7,300.0,26800.0,520.0,1825.0,512.0,256.0,,267.0,256.0,2000.0,16000.0,288000.0,648.0,4608
360,Intel UHD Graphics 605,2017-12-11 12:00:00,2017.0,Intel,144.0,,,216000000000.0,432000000000.0,216000000000.0,54000000000.0,1512950400.0,,14,5.0,,,200.0,,,,,,,,2250.0,13.5,144
361,AMD Radeon RX 6900 XT,2020-10-28 12:00:00,2020.0,TSMC,5120.0,80.0,,23040000000000.0,46080000000000.0,23040000000000.0,1440000000000.0,1603843200.0,999.0,7,300.0,26800.0,520.0,1825.0,512.0,256.0,,267.0,256.0,2000.0,16000.0,288000.0,720.0,5120
362,NVIDIA P106M,2019-01-23 12:00:00,2019.0,TSMC,1152.0,,,2974000000000.0,46480000000.0,2974000000000.0,92950000000.0,1548201600.0,,16,75.0,4400.0,200.0,,96.13,128.0,1291.0,,128.0,1502.0,4000.0,41310.0,92.95,1152
363,NVIDIA Quadro P2000 Mobile,2019-02-15 12:00:00,2019.0,TSMC,1152.0,,,2974000000000.0,46480000000.0,2974000000000.0,92950000000.0,1550188800.0,,16,75.0,4400.0,200.0,1291.0,96.13,128.0,,,128.0,1502.0,3750.0,41310.0,92.95,1152
364,Intel UHD Graphics,,2021.0,Intel,128.0,,,230400000000.0,460800000000.0,230400000000.0,57600000000.0,,,14,15.0,,,300.0,,,,,,,,14400.0,28.8,128
365,NVIDIA Quadro P2000,2017-02-06 12:00:00,2017.0,TSMC,1024.0,,,3031000000000.0,47360000000.0,3031000000000.0,94720000000.0,1486339200.0,,16,75.0,4400.0,200.0,1076.0,140.2,160.0,,196.0,160.0,1752.0,5000.0,59200.0,94.72,1024
366,NVIDIA Jetson Nano GPU,,,TSMC,128.0,,,235800000000.0,471600000000.0,235800000000.0,7368000000.0,,,20,10.0,2000.0,118.0,640.0,,,,70.0,,,,14740.0,14.74,128
367,NVIDIA Quadro P3000 Mobile,2017-01-11 12:00:00,2017.0,TSMC,1280.0,,,3110000000000.0,48600000000.0,3110000000000.0,97200000000.0,1484092800.0,,16,75.0,7200.0,314.0,1088.0,168.3,192.0,,,192.0,1753.0,6000.0,58320.0,97.2,1280
368,NVIDIA Quadro T1000 Mobile,,,TSMC,896.0,,,2500000000000.0,5000000000000.0,2500000000000.0,78120000000.0,,,12,50.0,4700.0,200.0,1065.0,128.1,128.0,,,128.0,2001.0,4000.0,44640.0,78.12,896
369,Intel Iris Xe MAX Graphics,2020-10-31 12:00:00,2020.0,Intel,768.0,,,2534000000000.0,5069000000000.0,2534000000000.0,633600000000.0,1604102400.0,,10,25.0,,77.0,300.0,68.26,128.0,,,128.0,2133.0,4000.0,39600.0,79.2,768
370,AMD Radeon RX 570,2017-04-18 12:00:00,2017.0,GlobalFoundries,2048.0,32.0,,5095000000000.0,5095000000000.0,5095000000000.0,318500000000.0,1492473600.0,178.43937255221928,14,150.0,5700.0,232.0,1168.0,224.0,256.0,,241.0,256.0,1750.0,4000.0,39810.0,159.2,2048
371,AMD Radeon RX 570X,2018-04-11 12:00:00,2018.0,GlobalFoundries,2048.0,32.0,,5095000000000.0,5095000000000.0,5095000000000.0,318500000000.0,1523404800.0,,14,150.0,5700.0,232.0,1168.0,224.0,256.0,,241.0,256.0,1750.0,8000.0,39810.0,159.2,2048
372,NVIDIA GeForce GTX 1650 Max-Q,2019-04-23 12:00:00,2019.0,TSMC,1024.0,,,2550000000000.0,5100000000000.0,2550000000000.0,79680000000.0,1555977600.0,,12,30.0,4700.0,200.0,1020.0,112.1,128.0,,,128.0,1751.0,4000.0,39840.0,79.68,1024
373,NVIDIA Quadro T400 Mobile,,,TSMC,896.0,,,2554000000000.0,5107000000000.0,2554000000000.0,79800000000.0,,,12,18.0,4700.0,200.0,420.0,80.0,64.0,,,64.0,1250.0,2000.0,45600.0,79.8,896
374,NVIDIA Quadro T1000 Mobile,2019-05-27 12:00:00,2019.0,TSMC,896.0,,,2607000000000.0,5215000000000.0,2607000000000.0,81480000000.0,1558915200.0,,12,50.0,4700.0,200.0,1395.0,128.1,128.0,,,128.0,2001.0,4000.0,46560.0,81.48,896
375,AMD Radeon RX 580 2048SP,2018-10-15 12:00:00,2018.0,GlobalFoundries,2048.0,32.0,,5259000000000.0,5259000000000.0,5259000000000.0,328700000000.0,1539561600.0,,14,150.0,5700.0,232.0,1168.0,224.0,256.0,,241.0,256.0,1750.0,4000.0,41090.0,164.4,2048
376,NVIDIA GeForce RTX 3050 Ti Max-Q,,2021.0,Samsung,2560.0,,80.0,5299000000000.0,5299000000000.0,5299000000000.0,82800000000.0,,,8,,,,735.0,192.0,128.0,,,128.0,1500.0,4000.0,49680.0,82.8,2560
377,AMD Radeon Pro 580,2017-06-05 12:00:00,2017.0,GlobalFoundries,2304.0,36.0,,5530000000000.0,5530000000000.0,5530000000000.0,345600000000.0,1496620800.0,,14,185.0,5700.0,232.0,1100.0,217.0,256.0,,,256.0,1695.0,8000.0,38400.0,172.8,2304
378,AMD Radeon Pro 580X,2019-03-18 12:00:00,2019.0,GlobalFoundries,2304.0,36.0,,5530000000000.0,5530000000000.0,5530000000000.0,345600000000.0,1552867200.0,,14,185.0,5700.0,232.0,1100.0,218.9,256.0,,,256.0,1710.0,8000.0,38400.0,172.8,2304
379,NVIDIA GeForce MX450 30.5W 10Gbps,2020-08-25 12:00:00,2020.0,TSMC,896.0,,,2822000000000.0,5645000000000.0,2822000000000.0,88200000000.0,1598313600.0,,12,31.0,4700.0,200.0,1395.0,80.0,64.0,,,64.0,1250.0,2000.0,50400.0,88.2,896
380,AMD Radeon Instinct MI6,2016-12-12 12:00:00,2016.0,GlobalFoundries,2304.0,36.0,,5682000000000.0,5682000000000.0,5682000000000.0,355100000000.0,1481500800.0,,14,150.0,5700.0,232.0,1120.0,224.0,256.0,,241.0,256.0,1750.0,8000.0,39460.0,177.6,2304
381,NVIDIA GeForce GTX 1650 GDDR6,2020-04-01 12:00:00,2020.0,TSMC,896.0,,,2849000000000.0,5699000000000.0,2849000000000.0,89040000000.0,1585699200.0,149.0,12,75.0,4700.0,200.0,1410.0,192.0,128.0,,229.0,128.0,1500.0,4000.0,50880.0,89.04,896
382,NVIDIA GeForce GTX 1650 TU106,2020-06-18 12:00:00,2020.0,TSMC,896.0,,112.0,2849000000000.0,5699000000000.0,2849000000000.0,89040000000.0,1592438400.0,,12,90.0,10800.0,445.0,1410.0,192.0,128.0,,229.0,128.0,1500.0,4000.0,50880.0,89.04,896
383,NVIDIA GeForce GTX 1650 TU116,2020-07-07 12:00:00,2020.0,TSMC,896.0,,,2849000000000.0,5699000000000.0,2849000000000.0,89040000000.0,1594080000.0,,12,80.0,6600.0,284.0,1410.0,192.0,128.0,,229.0,128.0,1500.0,4000.0,50880.0,89.04,896
384,AMD Radeon E9560 PCIe,2019-10-15 12:00:00,2019.0,GlobalFoundries,2304.0,36.0,,5700000000000.0,5700000000000.0,5700000000000.0,356300000000.0,1571097600.0,,14,130.0,5700.0,232.0,1120.0,224.0,256.0,,241.0,256.0,1750.0,8000.0,39580.0,178.1,2304
385,AMD Radeon Pro Duo Polaris,2017-04-24 12:00:00,2017.0,GlobalFoundries,2304.0,36.0,,5728000000000.0,5728000000000.0,5728000000000.0,358000000000.0,1492992000.0,1054.7984211814621,14,250.0,5700.0,232.0,,224.0,512.0,1243.0,305.0,256.0,1750.0,32000.0,39780.0,179.0,4608
386,AMD Radeon Pro WX 7100,2016-11-10 12:00:00,2016.0,GlobalFoundries,2304.0,36.0,,5728000000000.0,5728000000000.0,5728000000000.0,358000000000.0,1478736000.0,861.5998241717948,14,130.0,5700.0,232.0,1188.0,224.0,256.0,,241.0,256.0,1750.0,8000.0,39780.0,179.0,2304
387,AMD Radeon RX 580 OEM,2016-06-29 12:00:00,2016.0,GlobalFoundries,2304.0,36.0,,5834000000000.0,5834000000000.0,5834000000000.0,364600000000.0,1467158400.0,246.9416267025545,14,150.0,5700.0,232.0,1120.0,256.0,256.0,,241.0,256.0,2000.0,8000.0,40510.0,182.3,2304
388,AMD Radeon E9550 MXM,2016-09-27 12:00:00,2016.0,GlobalFoundries,2304.0,36.0,,5834000000000.0,5834000000000.0,5834000000000.0,364600000000.0,1474934400.0,,14,95.0,5700.0,232.0,1120.0,160.0,256.0,,,256.0,1250.0,8000.0,40510.0,182.3,2304
389,AMD Radeon RX 480,2016-06-29 12:00:00,2016.0,GlobalFoundries,2304.0,36.0,,5834000000000.0,5834000000000.0,5834000000000.0,364600000000.0,1467158400.0,246.9416267025545,14,150.0,5700.0,232.0,1120.0,256.0,256.0,,240.0,256.0,2000.0,8000.0,40510.0,182.3,2304
390,NVIDIA Quadro T1000 Mobile GDDR6,2020-06-08 12:00:00,2020.0,TSMC,896.0,,,2957000000000.0,5914000000000.0,2957000000000.0,92400000000.0,1591574400.0,,12,50.0,4700.0,200.0,1395.0,192.0,128.0,,,128.0,1500.0,4000.0,52800.0,92.4,896
391,NVIDIA GeForce GTX 1650,2019-04-23 12:00:00,2019.0,TSMC,896.0,,,2984000000000.0,5967000000000.0,2984000000000.0,93240000000.0,1555977600.0,150.83818944914475,12,75.0,4700.0,200.0,1485.0,128.1,128.0,,229.0,128.0,2001.0,4000.0,53280.0,93.24,896
392,NVIDIA GRID A100A,2020-05-14 12:00:00,2020.0,TSMC,6912.0,,432.0,13890000000000.0,55570000000000.0,13890000000000.0,6947000000000.0,1589414400.0,,7,400.0,54200.0,826.0,900.0,1866.0,6144.0,,,6144.0,1215.0,48000.0,193000.0,434.2,6912
393,NVIDIA GRID A100B,2020-05-14 12:00:00,2020.0,TSMC,6912.0,,432.0,13890000000000.0,55570000000000.0,13890000000000.0,6947000000000.0,1589414400.0,,7,400.0,54200.0,826.0,900.0,1866.0,6144.0,,,6144.0,1215.0,48000.0,193000.0,434.2,6912
394,AMD Radeon R6 Mobile Graphics,2015-11-07 12:00:00,2015.0,GlobalFoundries,384.0,6.0,,553000000000.0,553000000000.0,553000000000.0,276500000000.0,1446854400.0,,28,15.0,1200.0,125.0,200.0,,,,,,,,5760.0,17.28,384
395,AMD Radeon R5 Mobile Graphics,2015-11-07 12:00:00,2015.0,GlobalFoundries,384.0,6.0,,553000000000.0,553000000000.0,553000000000.0,276500000000.0,1446854400.0,,28,15.0,1200.0,125.0,200.0,,,,,,,,5760.0,17.28,384
396,AMD Radeon R8 M535DX,2017-04-18 12:00:00,2017.0,TSMC,320.0,5.0,,570200000000.0,570200000000.0,570200000000.0,35640000000.0,1492473600.0,,28,,1550.0,125.0,780.0,,,,,,,,7128.0,17.82,320
397,AMD Radeon R7 M440,2016-05-15 12:00:00,2016.0,TSMC,320.0,5.0,,570200000000.0,570200000000.0,570200000000.0,35640000000.0,1463270400.0,,28,,1550.0,125.0,,14.4,64.0,891.0,,64.0,900.0,4000.0,7128.0,17.82,320
398,AMD Radeon R7 M445,2016-05-15 12:00:00,2016.0,TSMC,320.0,5.0,,588800000000.0,588800000000.0,588800000000.0,36800000000.0,1463270400.0,,28,,1550.0,125.0,780.0,32.0,64.0,,,64.0,1000.0,4000.0,7360.0,18.4,320
399,NVIDIA GeForce GTX 1060 Max-Q,2017-06-27 12:00:00,2017.0,TSMC,1280.0,,,3789000000000.0,59200000000.0,3789000000000.0,118400000000.0,1498521600.0,,16,80.0,4400.0,200.0,1063.0,192.2,192.0,,,192.0,2002.0,6000.0,71040.0,118.4,1280
400,NVIDIA Quadro P2200,2019-06-10 12:00:00,2019.0,TSMC,1280.0,,,3822000000000.0,59720000000.0,3822000000000.0,119400000000.0,1560124800.0,,16,75.0,4400.0,200.0,1000.0,200.2,160.0,,201.0,160.0,1251.0,5000.0,59720.0,119.4,1280
401,AMD Xbox One X GPU,2017-11-07 12:00:00,2017.0,TSMC,2560.0,40.0,,6001000000000.0,6001000000000.0,6001000000000.0,,1510012800.0,526.8712834530025,16,150.0,7000.0,359.0,,326.4,384.0,1172.0,300.0,384.0,1700.0,12000.0,37500.0,187.5,2560
402,NVIDIA Quadro T500 Mobile,2020-12-02 12:00:00,2020.0,TSMC,896.0,,,3037000000000.0,6075000000000.0,3037000000000.0,94920000000.0,1606867200.0,,12,18.0,4700.0,200.0,1365.0,80.0,64.0,,,64.0,1250.0,2000.0,54240.0,94.92,896
403,NVIDIA GeForce GTX 1650 Ti Mobile,2020-04-23 12:00:00,2020.0,TSMC,1024.0,,,3041000000000.0,6083000000000.0,3041000000000.0,95040000000.0,1587600000.0,,12,50.0,6600.0,284.0,1350.0,192.0,128.0,,,128.0,1500.0,4000.0,47520.0,95.04,1024
404,NVIDIA GeForce GTX 1650 Ti Mobile,2020-04-02 12:00:00,2020.0,TSMC,1024.0,,,3041000000000.0,6083000000000.0,3041000000000.0,95040000000.0,1585785600.0,,12,50.0,4700.0,200.0,1350.0,192.0,128.0,,,128.0,1500.0,4000.0,47520.0,95.04,1024
405,AMD Radeon RX 580G,2018-10-15 12:00:00,2018.0,GlobalFoundries,2304.0,36.0,,6129000000000.0,6129000000000.0,6129000000000.0,383000000000.0,1539561600.0,,14,185.0,5700.0,232.0,1257.0,256.0,256.0,,241.0,256.0,2000.0,8000.0,42560.0,191.5,2304
406,NVIDIA GeForce RTX 3050 Mobile,,2021.0,Samsung,2048.0,,64.0,6144000000000.0,6144000000000.0,6144000000000.0,96000000000.0,,,8,,,,1237.0,224.0,128.0,,,128.0,1750.0,4000.0,60000.0,96.0,2048
407,NVIDIA RTX A4 Mobile,,2021.0,Samsung,2048.0,,64.0,6144000000000.0,6144000000000.0,6144000000000.0,96000000000.0,,,8,,,,1237.0,224.0,128.0,,,128.0,1750.0,4000.0,60000.0,96.0,2048
408,AMD Radeon RX 580,2017-04-18 12:00:00,2017.0,GlobalFoundries,2304.0,36.0,,6175000000000.0,6175000000000.0,6175000000000.0,385900000000.0,1492473600.0,241.79062907963444,14,185.0,5700.0,232.0,1257.0,256.0,256.0,,241.0,256.0,2000.0,8000.0,42880.0,193.0,2304
409,AMD Radeon RX 580X,2018-04-11 12:00:00,2018.0,GlobalFoundries,2304.0,36.0,,6175000000000.0,6175000000000.0,6175000000000.0,385900000000.0,1523404800.0,,14,185.0,5700.0,232.0,1257.0,256.0,256.0,,241.0,256.0,2000.0,8000.0,42880.0,193.0,2304
410,NVIDIA GeForce GTX 1650 Mobile,2020-04-15 12:00:00,2020.0,TSMC,1024.0,,,3103000000000.0,6205000000000.0,3103000000000.0,96960000000.0,1586908800.0,,12,50.0,4700.0,200.0,1380.0,192.0,128.0,,,128.0,1500.0,4000.0,48480.0,96.96,1024
411,AMD Radeon RX 590 GME,2020-03-09 12:00:00,2020.0,GlobalFoundries,2304.0,36.0,,6359000000000.0,6359000000000.0,6359000000000.0,397400000000.0,1583712000.0,,14,175.0,5700.0,232.0,1257.0,256.0,256.0,,241.0,256.0,2000.0,8000.0,44160.0,198.7,2304
412,NVIDIA GeForce GTX 1650 Mobile,2019-04-23 12:00:00,2019.0,TSMC,1024.0,,,3195000000000.0,6390000000000.0,3195000000000.0,99840000000.0,1555977600.0,,12,50.0,4700.0,200.0,1395.0,128.1,128.0,,,128.0,2001.0,4000.0,49920.0,99.84,1024
413,AMD Radeon Pro W5300M,2019-11-13 12:00:00,2019.0,TSMC,1280.0,20.0,,3200000000000.0,6400000000000.0,3200000000000.0,200000000000.0,1573603200.0,,7,85.0,6400.0,158.0,1000.0,192.0,128.0,,,128.0,1500.0,4000.0,40000.0,100.0,1280
414,AMD Radeon Pro 5300M,2019-11-13 12:00:00,2019.0,TSMC,1280.0,20.0,,3200000000000.0,6400000000000.0,3200000000000.0,200000000000.0,1573603200.0,,7,85.0,6400.0,158.0,1000.0,192.0,128.0,,,128.0,1500.0,4000.0,40000.0,100.0,1280
415,AMD Radeon Pro Vega 20,2018-11-14 12:00:00,2018.0,GlobalFoundries,1280.0,20.0,,3284000000000.0,6569000000000.0,3284000000000.0,205300000000.0,1542153600.0,,14,100.0,,,815.0,189.4,1024.0,,,1024.0,740.0,4000.0,41060.0,102.6,1280
416,NVIDIA Quadro T2000 Max-Q,2019-05-27 12:00:00,2019.0,TSMC,1024.0,,,3318000000000.0,6636000000000.0,3318000000000.0,103700000000.0,1558915200.0,,12,40.0,4700.0,200.0,1200.0,112.1,128.0,,,128.0,1751.0,4000.0,51840.0,103.7,1024
417,NVIDIA GeForce GTX 1060 3 GB,2016-08-18 12:00:00,2016.0,TSMC,1152.0,,,3935000000000.0,61490000000.0,3935000000000.0,123000000000.0,1471478400.0,214.59119525680498,16,120.0,4400.0,200.0,1506.0,192.2,192.0,,250.0,192.0,2002.0,3000.0,81980.0,123.0,1152
418,NVIDIA GeForce GTX 1060 3 GB GP104,2016-12-25 12:00:00,2016.0,TSMC,1152.0,,,3935000000000.0,61490000000.0,3935000000000.0,123000000000.0,1482624000.0,214.59119525680498,16,120.0,7200.0,314.0,1506.0,192.2,192.0,,250.0,192.0,2002.0,3000.0,81980.0,123.0,1152
419,Intel HD Graphics 515,2015-09-01 12:00:00,2015.0,Intel,192.0,,,307200000000.0,614400000000.0,307200000000.0,76800000000.0,1441065600.0,,14,15.0,,123.0,300.0,,,,,,,,2400.0,19.2,192
420,NVIDIA Tesla T4,2018-09-13 12:00:00,2018.0,TSMC,2560.0,,320.0,8141000000000.0,65129999999999.99,8141000000000.0,254400000000.0,1536796800.0,,12,70.0,13600.0,545.0,585.0,320.0,256.0,,168.0,256.0,1250.0,16000.0,101800.0,254.4,2560
421,Intel HD Graphics 615,2016-08-30 12:00:00,2016.0,Intel,192.0,,,326400000000.0,652800000000.0,326400000000.0,81600000000.0,1472515200.0,,14,5.0,,,300.0,,,,,,,,2550.0,20.4,192
422,AMD Radeon R8 M445DX,2016-05-15 12:00:00,2016.0,TSMC,320.0,5.0,,653400000000.0,653400000000.0,653400000000.0,40840000000.0,1463270400.0,,28,,1550.0,125.0,780.0,,,,,,,,8167.999999999999,20.42,320
423,AMD Radeon R7 M340,2015-05-05 12:00:00,2015.0,TSMC,320.0,5.0,,653400000000.0,653400000000.0,653400000000.0,40840000000.0,1430784000.0,,28,,1550.0,125.0,943.0,16.0,64.0,,,64.0,1000.0,2000.0,8167.999999999999,20.42,320
424,NVIDIA GeForce GTX 1060 Mobile,2016-08-15 12:00:00,2016.0,TSMC,1280.0,,,4275000000000.0,66800000000.0,4275000000000.0005,133600000000.0,1471219200.0,,16,80.0,4400.0,200.0,1404.0,192.2,192.0,,,192.0,2002.0,6000.0,80160.0,133.6,1280
425,NVIDIA GeForce GTX 1060 6 GB GP104,2018-03-08 12:00:00,2018.0,TSMC,1280.0,,,4372000000000.0,68319999999.99999,4372000000000.0,136600000000.0,1520467200.0,,16,120.0,7200.0,314.0,1506.0,192.2,192.0,,250.0,192.0,2002.0,6000.0,81980.0,136.6,1280
426,NVIDIA GeForce GTX 1060 6 GB GDDR5X,2018-10-18 12:00:00,2018.0,TSMC,1280.0,,,4375000000000.0,68360000000.0,4375000000000.0,136699999999.99998,1539820800.0,,16,120.0,7200.0,314.0,1506.0,192.2,192.0,,250.0,192.0,1001.0,6000.0,82030.0,136.7,1280
427,NVIDIA GeForce GTX 1060 5 GB,2017-12-26 12:00:00,2017.0,TSMC,1280.0,,,4375000000000.0,68360000000.0,4375000000000.0,136699999999.99998,1514246400.0,,16,120.0,4400.0,200.0,1506.0,160.2,160.0,,250.0,160.0,2002.0,5000.0,68360.0,136.7,1280
428,NVIDIA GeForce GTX 1060 6 GB 9Gbps,2017-04-20 12:00:00,2017.0,TSMC,1280.0,,,4375000000000.0,68360000000.0,4375000000000.0,136699999999.99998,1492646400.0,315.7004283616187,16,120.0,4400.0,200.0,1506.0,216.7,192.0,,250.0,192.0,2257.0,6000.0,82030.0,136.7,1280
429,NVIDIA GeForce GTX 1060 6 GB Rev. 2,2018-01-05 12:00:00,2018.0,TSMC,1280.0,,,4375000000000.0,68360000000.0,4375000000000.0,136699999999.99998,1515110400.0,308.1733643426905,16,120.0,4400.0,200.0,1506.0,192.2,192.0,,250.0,192.0,2002.0,6000.0,82030.0,136.7,1280
430,NVIDIA GeForce GTX 1060 6 GB,2016-07-19 12:00:00,2016.0,TSMC,1280.0,,,4375000000000.0,68360000000.0,4375000000000.0,136699999999.99998,1468886400.0,322.4259667426366,16,120.0,4400.0,200.0,1506.0,192.2,192.0,,250.0,192.0,2002.0,6000.0,82030.0,136.7,1280
431,NVIDIA P106-100,2017-06-19 12:00:00,2017.0,TSMC,1280.0,,,4375000000000.0,68360000000.0,4375000000000.0,136699999999.99998,1497830400.0,,16,120.0,4400.0,200.0,1506.0,192.2,192.0,,250.0,192.0,2002.0,6000.0,82030.0,136.7,1280
432,NVIDIA GeForce GTX 1060 8 GB GDDR5X,,,TSMC,1280.0,,,4375000000000.0,68360000000.0,4375000000000.0,136699999999.99998,,,16,120.0,7200.0,314.0,1506.0,256.3,256.0,,250.0,256.0,1001.0,8000.0,109400.0,136.7,1280
433,NVIDIA Quadro P4000 Mobile,2017-01-11 12:00:00,2017.0,TSMC,1792.0,,,4398000000000.0,68709999999.99999,4397999999999.9995,137400000000.0,1484092800.0,,16,100.0,7200.0,314.0,,192.3,256.0,1227.0,,256.0,1502.0,8000.0,78530.0,137.4,1792
434,NVIDIA Quadro P4000 Max-Q,2017-01-11 12:00:00,2017.0,TSMC,1792.0,,,4401000000000.0,68770000000.0,4401000000000.0,137500000000.0,1484092800.0,,16,100.0,7200.0,314.0,1114.0,192.3,256.0,,,256.0,1502.0,8000.0,78590.0,137.5,1792
435,AMD Radeon R5 Graphics,2017-09-05 12:00:00,2017.0,GlobalFoundries,384.0,6.0,,691200000000.0,691200000000.0,691200000000.0,345600000000.0,1504569600.0,,28,15.0,1200.0,125.0,200.0,,,,,,,,7200.0,21.6,384
436,Intel HD Graphics 520,2015-09-01 12:00:00,2015.0,Intel,192.0,,,345600000000.0,691200000000.0,345600000000.0,86400000000.0,1441065600.0,,14,15.0,,123.0,300.0,,,,,,,,2700.0,21.6,192
437,Intel UHD Graphics,2019-08-21 12:00:00,2019.0,Intel,192.0,,,345600000000.0,691200000000.0,345600000000.0,86400000000.0,1566345600.0,,14,15.0,,,300.0,,,,,,,,2700.0,21.6,192
438,Intel UHD Graphics 615,2018-11-07 12:00:00,2018.0,Intel,192.0,,,345600000000.0,691200000000.0,345600000000.0,86400000000.0,1541548800.0,,14,15.0,,,300.0,,,,,,,,2700.0,21.6,192
439,AMD Radeon RX 590,2018-11-15 12:00:00,2018.0,GlobalFoundries,2304.0,36.0,,7119000000000.0,7119000000000.0,7119000000000.0,445000000000.0,1542240000.0,287.5597613766243,12,175.0,5700.0,232.0,1469.0,256.0,256.0,,241.0,256.0,2000.0,8000.0,49440.0,222.5,2304
440,AMD Radeon R9 FURY,2015-07-10 12:00:00,2015.0,TSMC,3584.0,56.0,,7168000000000.0,7168000000000.0,7168000000000.0,448000000000.0,1436486400.0,599.481214427657,28,275.0,8900.0,596.0,,512.0,4096.0,1000.0,195.0,4096.0,500.0,4000.0,64000.0,224.0,3584
441,NVIDIA Quadro T2000 Mobile,2019-05-27 12:00:00,2019.0,TSMC,1024.0,,,3656000000000.0,7311000000000.0,3656000000000.0,114200000000.0,1558915200.0,,12,60.0,4700.0,200.0,1575.0,128.1,128.0,,,128.0,2001.0,4000.0,57120.0,114.2,1024
442,AMD FirePro S7150,2016-02-01 12:00:00,2016.0,TSMC,2048.0,32.0,,3768000000000.0,7537000000000.0,3768000000000.0,235500000000.0,1454284800.0,2586.9561679451012,28,150.0,5000.0,366.0,,160.0,256.0,920.0,241.0,256.0,1250.0,8000.0,29440.0,117.8,2048
443,NVIDIA GeForce RTX 3050 Ti Mobile,,2021.0,Samsung,2560.0,,80.0,7603000000000.0,7603000000000.0,7603000000000.0,118800000000.0,,,8,,,,1222.0,192.0,128.0,,,128.0,1500.0,4000.0,71280.0,118.8,2560
444,AMD Zhongshan Subor Z+ GPU,2018-08-03 12:00:00,2018.0,TSMC,1536.0,24.0,,3994000000000.0,7987000000000.0,3994000000000.0,249600000000.0,1533254400.0,,14,100.0,,397.0,,153.6,256.0,1300.0,,256.0,1200.0,8000.0,41600.0,124.8,1536
445,AMD Radeon R5 M255,2014-10-12 12:00:00,2014.0,TSMC,384.0,6.0,,721900000000.0,721900000000.0,721900000000.0,45120000000.0,1413072000.0,,28,,1550.0,125.0,925.0,64.0,128.0,,,128.0,1000.0,1024.0,7520.0,22.56,384
446,AMD Radeon R7 M260DX,2014-10-12 12:00:00,2014.0,TSMC,384.0,6.0,,721900000000.0,721900000000.0,721900000000.0,45120000000.0,1413072000.0,,28,,1550.0,125.0,925.0,,,,,,,,7520.0,22.56,384
447,AMD Radeon R7 M265DX,2014-10-12 12:00:00,2014.0,TSMC,384.0,6.0,,721900000000.0,721900000000.0,721900000000.0,45120000000.0,1413072000.0,,28,,1550.0,125.0,925.0,,,,,,,,7520.0,22.56,384
448,AMD Radeon R6 M255DX,2014-10-12 12:00:00,2014.0,TSMC,384.0,6.0,,721900000000.0,721900000000.0,721900000000.0,45120000000.0,1413072000.0,,28,,1550.0,125.0,925.0,,,,,,,,7520.0,22.56,384
449,Intel HD Graphics 530,2015-09-01 12:00:00,2015.0,Intel,192.0,,,364800000000.0,729600000000.0,364800000000.0,91200000000.0,1441065600.0,,14,15.0,,123.0,350.0,,,,,,,,2850.0,22.8,192
